track,frame_idx,instance.score,nose.x,nose.y,nose.score,left_ear.x,left_ear.y,left_ear.score,right_ear.x,right_ear.y,right_ear.score,neck.x,neck.y,neck.score,center.x,center.y,center.score,left_flank.x,left_flank.y,left_flank.score,right_flank.x,right_flank.y,right_flank.score,tail_base.x,tail_base.y,tail_base.score,tail_center.x,tail_center.y,tail_center.score,tail_tip.x,tail_tip.y,tail_tip.score
,63,8.994267464,501.9834595,219.9937592,0.989785492,559.9813232,233.998291,0.999845624,526.0187988,269.9992371,0.944689453,558.0032959,260.0078125,0.903962672,578.0182495,318.0119934,0.840886056,627.9570923,320.0018921,0.903029501,532.0194092,317.9920349,1.030032754,545.9781494,369.9852295,0.992769539,497.9714355,410.0020752,0.768466294,397.9607544,461.9956665,0.620799661
,64,8.876056671,488.0169678,216.0027771,0.920381784,548.0205078,225.9641724,1.028030753,520.0024414,263.996582,0.951263428,549.9990845,252.0170441,0.83706516,576.0028076,314.0000916,0.835950017,623.9985962,317.9959106,0.895587623,531.9746704,314.0141907,1.056333899,548.0377808,367.9789429,0.998645186,498.0097656,409.9962463,0.748844326,397.9711609,461.9810791,0.603954196
,65,8.906165123,475.9833069,222.0214233,1.025032163,534.0125732,219.9889374,0.979868233,508.0258179,257.9868164,1.018220782,538.0147095,246.0046082,0.88708353,574.0031738,308.0006714,0.799707174,617.9978027,313.9960632,0.827948272,528.0184937,307.9697266,1.063668728,550.03302,363.9973755,1.031706929,501.9754639,406.0274048,0.727419853,398.0303955,460.026062,0.545509517
,66,8.925099373,458.0183411,216.014389,0.890045285,515.9934692,213.9846802,1.074875474,495.9982605,254.0034027,1.01089406,521.9848022,238.0158234,0.889824152,571.9974365,300.0178833,0.803503692,617.9439087,305.9919739,0.853796959,528.0045776,303.9910583,1.024977326,554.0200806,360.0090332,1.099432349,503.9970703,405.9551697,0.705407917,417.9737244,493.9716492,0.572342217
,67,7.849459171,438.008606,206.0168762,0.801496267,496.0070801,207.9975128,1.013388753,473.9611816,249.9907074,1.09650898,499.9840088,234.0092621,0.877427578,562.0148315,285.986969,0.773278832,594.0911255,265.9216919,0.228242695,523.9866333,295.9901123,0.875996351,563.9692993,353.9839783,0.972988904,525.9492798,393.9907837,0.596230924,417.9839478,491.9816284,0.613899708
,68,7.941344261,404.03302,207.999939,0.858494043,466.0026855,200.0095367,0.905145347,452.0033875,243.9812775,1.002022624,475.9927673,227.9805756,0.853733897,546.0168457,272.0186768,0.780620933,576.0043335,241.989624,0.548362613,513.9963989,290.0039368,0.819293737,563.9721069,341.9975586,0.844808638,535.9810181,384.0111389,0.63511157,418.0076599,486.0090332,0.693750322
,69,7.743956089,379.9770508,207.967453,1.021234274,435.9945679,190.0631104,0.593732119,425.9866028,242.0311584,0.994572341,451.9960632,223.9785614,0.693633676,532.0233765,262.0054321,0.809535801,547.9720459,218.0240021,0.480589211,498.0196533,281.9784546,0.914793193,556.0205078,327.9697266,0.921165466,535.9938965,369.9927063,0.612615466,418.0014648,487.9905701,0.702084184
,70,8.057024956,350.0066528,208.0199127,1.012143731,405.9916077,187.9195404,0.858539522,395.9581909,236.0220642,0.974351287,415.9743042,217.9964905,0.911701143,507.9966736,253.981308,0.717385471,534.0193481,228.0265656,0.54294312,481.9658813,277.9714661,0.800412416,538.0164795,311.9915466,0.998355508,529.9942017,360.0012207,0.516403079,418.0154114,487.9930115,0.724789917
,71,7.622646809,327.9824524,203.9914703,1.008453488,384.0366516,182.0469055,0.660235882,369.9712219,231.9887543,1.106386662,387.9833984,211.9992065,1.087857723,475.9865417,242.0337524,0.724068165,478.0221863,203.9712372,0.410428286,448.0276794,280.0203857,0.612355709,517.9915771,294.0024719,0.539139688,518.0386353,347.9556274,0.699273586,419.9848022,484.0084534,0.774447441
,72,7.853793144,314.0196838,197.9807892,0.947307885,367.9506226,176.0086517,0.695505202,352.041748,227.9958649,1.08062768,371.9745789,210.0037842,1.099077463,444.0045166,239.9776001,0.892248213,477.9636841,209.965744,0.636826396,425.9685974,278.03302,0.637039483,493.9846802,275.9732056,0.476749063,517.9951172,341.9770203,0.608191788,419.9921875,483.9838562,0.780219436
,73,8.067047119,300.0053406,192.0171509,0.7960217,355.9552307,180.0170288,0.963264644,339.9922485,229.9724731,0.708648086,357.965332,207.9877014,1.109148622,428.015686,232.0401154,0.917863131,472.0072327,208.0095673,0.701206386,401.9839783,271.9806213,0.633533657,483.9850464,270.037262,0.933870494,519.9675903,347.9993896,0.52501148,419.9916382,483.9856567,0.778478742
,74,8.066967964,285.9740906,185.9914551,0.935196817,345.9951782,177.9963074,1.050821424,330.0282593,222.0139923,0.783197165,351.969696,205.9805908,1.053699493,423.9890747,231.9975891,0.891474068,462.0298767,201.9877167,0.712308586,393.9906616,274.0096741,0.59708643,476.0056152,269.9693909,0.861863017,520.0592041,354.022644,0.40083307,420.0090637,482.013855,0.780488253
,75,7.873561859,278.023407,185.9579468,0.95949024,340.0208435,176.0205536,1.062971354,324.033783,222.0059967,0.962652266,345.9880066,205.9991913,1.015046954,418.0021973,231.9951172,0.832234621,452.0385437,192.0678253,0.34915024,390.0383606,270.0325012,0.633790672,464.0348511,265.9846497,0.614131391,517.944519,347.9997253,0.667082667,420.0121155,482.0128479,0.777010798
,76,8.18051815,265.9962769,182.0077667,0.867403388,334.0254211,176.0137634,1.108901381,311.9729614,218.0234528,1.037892103,337.9867859,205.9799805,0.957212329,409.9981689,234.0017395,0.833253145,372.0620117,265.9182434,0.541759074,438.0341797,213.9450836,0.565771401,463.9812012,265.9783936,0.773833632,494.0212708,309.9916382,0.729344249,420.0157471,482.0097961,0.765147567
,77,7.929161549,254.0062408,178.0196381,0.832046688,326.0565796,171.9922791,0.910842597,301.9454651,217.9940491,0.75703001,327.9971313,202.0022278,0.891214252,404.0057373,229.9767761,0.763515651,379.9908447,267.9667969,0.772598326,422.002655,197.988205,0.573250711,458.0464478,257.978241,0.880355954,493.9715271,307.9818726,0.777437568,420.0172424,482.012146,0.770869732
,78,7.79339838,252.0086823,180.0063019,0.963865817,312.0545044,153.9259796,0.364266008,311.9802551,167.9620972,1.001170278,316.0253601,193.9971924,0.881966054,394.0048218,222.023941,0.808580756,377.9932556,263.9745178,0.83463794,398.0025024,189.9997864,0.466387451,453.9656067,244.0431213,0.91601789,492.0021667,283.9676514,0.787821233,420.0177917,482.0131531,0.768685341
,79,7.702525139,244.0454712,173.9868927,0.858153522,290.0187073,208.0414581,0.738192976,303.9977417,161.9661255,1.027161479,308.0193176,185.9868317,0.907391608,387.9952087,214.0242767,0.769012213,369.9969482,257.9995422,0.618528545,388.0340271,165.9970856,0.483973145,447.9638062,234.0127106,0.917715669,493.9511414,267.9894104,0.614582956,420.0184937,482.0140381,0.767812669
,80,7.31319809,240.0147095,163.9778595,0.908607662,288.1203918,139.9641266,0.340429187,278.0309143,197.975235,1.074371457,300.0027161,178.0220184,0.984889388,387.9880066,206.0202942,0.748331249,358.0157776,241.961731,0.595234454,383.9988708,157.9565277,0.372965604,443.9870605,226.0069427,0.938635588,541.9574585,310.0052185,0.587682366,420.0205078,482.0127563,0.762051344
,81,7.490082741,231.9717102,157.9853363,0.899713695,255.9662018,188.0011292,0.797223091,278.0307617,144.0072784,0.834500909,285.9952393,167.979248,0.957812428,376.0163574,194.0111389,0.728999317,332.0187683,219.9974365,0.476380259,379.9970398,152.0367279,0.592573822,432.0036621,216.0182953,0.83134222,541.9671631,304.0240173,0.606982291,420.0200806,482.0157166,0.764554739
,82,7.549638748,231.9731445,157.9880676,0.909334779,254.0102692,187.9895172,0.746303797,278.0082092,144.014801,0.82026422,285.9920959,167.977829,0.957657754,375.9998779,194.0264587,0.755315423,338.012146,222.0019379,0.524562478,381.9951782,154.0218658,0.631248832,432.0031433,216.0187073,0.833061576,540.0564575,304.0078735,0.607352018,420.0200195,482.0157776,0.764537692
,83,7.744244099,217.9947205,154.0137939,0.8439188,255.9802399,180.0093231,0.744755447,262.0028687,136.0187073,0.891758382,268.0332642,159.967865,1.04690218,359.9850464,187.9596252,0.752487063,358.0561218,237.9548035,0.578480184,371.967804,157.9879913,0.49343738,420.0067749,208.0368652,1.079565883,474.0465088,243.969696,0.545523047,420.0193481,482.0162964,0.767415345
,84,8.153439522,210.0009613,154.0274963,0.883603334,235.9859009,175.9983673,0.977733195,248.0257568,129.9927063,1.054519057,254.018219,156.0160065,1.065493464,344.0013428,174.043869,0.824994385,300.0197754,208.0096741,0.532743573,358.0111389,148.0341034,0.612134457,405.9628601,201.987793,0.952569723,495.935791,256.0219116,0.485318094,420.019989,482.0157166,0.764329493
,85,8.163233757,201.9923401,151.9834747,0.871611416,229.9835815,173.980072,0.96299684,239.9966278,126.0313263,1.04544282,245.9738007,153.9827118,1.057799459,329.9900513,173.9764557,0.805103064,298.0248718,217.9926758,0.601448178,339.9943542,142.0465393,0.545524597,390.0109558,197.9769287,0.977670193,493.9611511,253.957428,0.529152811,420.0195923,482.0177307,0.766484618
,86,8.539787292,171.9829102,149.9854126,0.928624809,200.0167084,170.0240631,0.953755915,214.0132446,124.0059891,1.082404852,218.0115204,152.0214844,1.041577101,303.9902344,169.9759369,0.929403901,287.9601135,209.9872131,0.694653988,304.006073,130.0009613,0.65735513,358.0358582,191.9943237,0.979664683,404.0377502,211.9732208,0.502662659,537.9637451,316.0289001,0.769684255
,87,8.599031448,160.0093231,148.0218964,0.81670934,195.9835052,172.053421,0.901423633,207.9753876,127.9844131,1.053315401,210.0341187,154.0145569,1.002743483,293.9761658,169.9960327,0.99423641,280.0033569,214.0175781,0.687830508,302.0189514,129.9990692,0.834891915,352.0098877,190.0007935,1.076546431,400.0249939,213.9807281,0.470206141,420.0208435,482.017334,0.761127472
,88,8.575807571,148.009201,148.0066986,0.857551634,189.9704132,176.0363007,0.932618141,201.9632416,131.9798584,1.018341184,205.9792786,157.9754333,0.99941504,287.9975281,169.9984131,0.957187057,273.9528503,211.9625854,0.547075093,295.9852905,129.9894867,0.92094928,346.0011902,186.0212097,1.08224833,450.0478821,245.9534607,0.50195384,420.0221863,482.0169373,0.758467376
,89,8.570727348,146.0152588,152.0067139,0.908028066,185.9610443,178.0091553,0.954251766,194.0298157,131.9968414,1.026802778,199.9801636,158.0134125,1.034997463,280.0169983,168.0296936,0.919115782,265.9512939,210.0012512,0.566587627,288.0029297,129.9756317,0.976053476,341.9912415,180.0421753,0.901961625,450.0216064,240,0.526790321,420.0237122,482.0131226,0.756138444
,90,8.520637512,146.0153351,152.006546,0.90803504,185.9605713,178.0092926,0.955442727,194.029892,131.9941711,1.026421785,199.9797821,158.0137329,1.034149885,280.0201111,168.0272675,0.925211251,263.9454956,211.9470825,0.525433958,287.9922791,129.9711151,0.980247438,341.9884949,180.0428619,0.887542009,400.0154114,205.9995422,0.524261296,420.0265198,482.0102539,0.753892004
,91,8.80039978,140.0085602,161.9792938,0.954141736,178.0000763,177.9890289,0.93222785,184.006897,132.0028687,1.023376226,191.9954987,158.0141907,1.092176676,276.0143127,165.9789276,0.869893789,265.9621277,205.9750366,0.690181077,285.9860535,127.9715118,0.970847726,338.0235291,177.9839783,1.012158632,421.9378357,207.9894714,0.50399226,420.0280151,482.0075989,0.751404107
,92,9.086612701,130.019928,163.991684,1.028826952,172.0157928,178.0352325,0.940975368,174.0287781,133.985321,0.950496376,184.0349121,157.9985657,1.04989779,270.010376,159.9891815,0.931202114,272.0223083,203.9940948,0.889191806,277.984436,121.9868698,0.963389993,331.983429,167.9778595,0.999236345,385.9961243,182.0036163,0.582141161,420.02948,482.0066833,0.751255333
,93,8.808296204,116.0205536,175.9859467,0.831157446,166.029541,181.9911346,0.914472342,161.9823761,136.0166779,0.996160209,177.9809418,159.9682007,1.030367494,262.0059509,155.9951324,0.936700523,267.9406433,200.0057526,0.836153269,269.9814758,116.0362625,0.971488416,323.9725952,161.9890747,0.99388665,376.0087891,172.0388336,0.53850776,420.0263062,482.0101013,0.759401917
,94,8.880113602,111.9710007,187.9790955,0.855136216,160.0408325,186.0347137,0.873675764,146.0194855,143.9960785,0.977968991,166.0266876,162.0194702,1.027682304,252.000351,153.991684,0.959976554,256.018158,199.9941254,0.864377737,253.9990997,113.9976807,1.055436373,310.0270386,158.0203857,1.038651824,376.0389709,170.0419769,0.467961758,420.0260925,482.0096741,0.759246647
,95,8.599230766,109.9913254,188.005722,0.799655676,153.9976044,191.9760437,0.892092049,141.9819183,148.0227814,0.940219164,161.9999237,167.9634552,0.968539655,242.0194702,153.9851532,0.936481237,244.0001221,197.9788513,0.801700115,247.9714508,113.9875107,0.97051245,303.9694519,157.9903717,1.089063525,356.0119934,163.9707794,0.43724364,420.0240784,482.0111084,0.763722956
,96,8.235791206,101.9837952,187.9929047,0.756487012,152.0057373,194.006485,0.74937284,138.0196533,149.9732056,0.933419943,156.0007477,170.0067902,1.000205636,235.9976807,156.0166931,0.929314613,235.9743042,198.0095673,0.700562596,238.0006561,116.024826,0.888865471,296.0041809,160.026535,1.072962165,347.9939575,162.0704956,0.414075404,492.0321655,223.9980927,0.790525138
,97,7.983739853,106.0105133,182.006897,0.626097083,146.0039673,193.9700775,0.670130014,136.0037994,150.000473,0.946377993,150.0260468,173.9979401,1.047932863,227.9932861,162.0294342,0.899537265,230.0133209,204.0147247,0.693716466,220.0032043,124.010025,0.806216836,290.0126038,167.9853516,1.005009413,349.994751,172.0070038,0.518973887,420.0213623,482.0128479,0.76974839
,98,7.920709133,102.0040283,171.9937134,0.560502648,133.9955444,196.0304871,0.730990171,135.9771576,148.0249023,0.957715869,144.0293427,175.9888306,1.069472671,222.0103455,167.989212,0.914599717,228.0025787,209.9862518,0.744479775,214.0385284,130.0241547,0.77294004,283.9993896,172.0003052,0.973599553,354.0019226,181.9700165,0.425197661,420.0215149,482.0126038,0.771211267
,99,8.24802494,95.98615265,165.9940796,0.70082587,126.0119781,193.9894104,0.822653651,132.0216064,145.9868164,0.955518901,141.9756775,173.9992371,1.086790323,217.9812469,167.9915619,0.914396763,224.0511932,211.9777679,0.671885729,210.0031433,128.0031738,0.7220909,277.9819336,170.0018158,1.047345519,395.9675293,197.9705505,0.552312136,420.020813,482.0128784,0.774205148
,100,7.94372654,95.9839859,158.0029907,0.691300809,122.0443039,190.0083923,0.461293101,131.9549255,142.0363312,1.009149551,134.0289764,171.9757843,1.081490636,210.0088501,168.0181427,0.943342209,219.9772491,212.009964,0.626418471,214.0091095,126.0218582,0.936935008,273.9832764,167.9859924,1.008824944,321.9723206,172.0194092,0.415311486,420.0227051,482.0108337,0.769660294
