track,frame_idx,instance.score,nose.x,nose.y
,571,6.757363319,557.9822998,582.0074463
,572,6.848915577,552.0658569,584.0234985
,573,6.590264797,476.0249329,563.9684448
,574,6.868626595,479.9552307,568.0079956
,575,6.524250507,484.0006409,570.0214844
,576,6.366083622,483.9690247,570.0524902
,577,6.501269341,477.9942932,569.993103
,578,6.768155098,478.0288391,570.0545654
,579,6.243054867,,
,580,6.130417347,,
,581,6.048994064,,
,582,5.543334007,,
,583,5.484893322,,
,584,5.467503071,,
,585,5.54343605,473.980072,586.0203857
,586,5.663967133,475.999176,584.0192261
,587,5.695549011,475.969635,584.0275269
,588,5.783808708,474.0401306,582.0043945
,589,5.55659771,478.0152283,575.9589233
,590,5.414085388,,
,591,5.371302605,,
,592,5.314353943,,
,593,5.107398033,459.9853821,596.0037231
,594,5.045782566,458.0516968,596.0100708
,595,5.070933342,459.9858398,596.0192871
,596,5.180645943,459.9871521,595.9824829
,597,5.193379402,458.0245056,596.0101929
,598,5.165183067,458.0090332,595.9996338
,599,5.138947964,456.0340576,595.9838867
,600,5.258014202,457.9771118,595.9663696
,601,5.318969727,457.9947815,595.9343262
,602,5.776369095,456.0527344,594.0048828
,603,5.785190582,456.0535889,594.0029297
,604,5.721190929,469.9712219,569.960022
,605,5.740476131,,
,606,6.374938011,547.9539795,573.9890137
,607,6.586856365,556.0247803,545.9865112
,608,6.80645895,563.9986572,525.9992065
,609,6.919888973,571.9906006,513.9875488
,610,6.565905571,568.0291138,491.9925842
,611,6.751554966,574.0111084,464.0042725
,612,6.835359573,574.0022583,442.0173035
,613,7.163707256,573.9697876,427.9950562
,614,7.046696663,575.9849243,422.010376
,615,6.933978081,579.9968262,419.9801636
,616,7.117934227,582.0039063,416.0105286
,617,7.223214626,582.0180664,416.0067139
,618,7.226629734,583.963562,416.0218506
,619,7.362003326,582.0097656,417.9817505
,620,7.336853981,581.9842529,416.0161438
,621,6.908541203,584.0038452,416.0129089
,622,6.72883606,585.9781494,416.0253906
,623,6.490876675,581.9904785,418.0189819
,624,6.308335781,581.9857178,420.0303345
,625,6.207205296,583.980835,416.0134583
,626,6.304888725,569.9907227,405.9881897
